site,length,key,sqr_km,ISO,Province,District,WC_acces
SK1,10,SK1_10,18.87739151,KHM,Stœng Trêng,Sesan,0
SK1,10,SK1_10,9.282618717,KHM,Stœng Trêng,Sesan,0
SK1,10,SK1_10,5.46263999,KHM,Stœng Trêng,Sesan,0
SK1,10,SK1_10,1.850652803,KHM,Stœng Trêng,Stueng Traeng,34
SK1,10,SK1_10,2.9549069,KHM,Stœng Trêng,Stueng Traeng,34
SK1,10,SK1_10,2.62465616,KHM,Stœng Trêng,Stueng Traeng,34
SK1,20,SK1_20,51.24614302,KHM,Stœng Trêng,Sesan,0
SK1,20,SK1_20,18.87739151,KHM,Stœng Trêng,Sesan,0
SK1,20,SK1_20,9.282618717,KHM,Stœng Trêng,Sesan,0
SK1,20,SK1_20,5.46263999,KHM,Stœng Trêng,Sesan,0
SK1,20,SK1_20,0.804873657,KHM,Stœng Trêng,Stueng Traeng,34
SK1,20,SK1_20,1.850652803,KHM,Stœng Trêng,Stueng Traeng,34
SK1,20,SK1_20,2.9549069,KHM,Stœng Trêng,Stueng Traeng,34
SK1,20,SK1_20,2.62465616,KHM,Stœng Trêng,Stueng Traeng,34
SS1,2,SS1_2,7.910422759,KHM,Stœng Trêng,Sesan,0
SS1,5,SS1_5,12.55322936,KHM,Stœng Trêng,Sesan,0
SS1,5,SS1_5,7.910422759,KHM,Stœng Trêng,Sesan,0
SS1,10,SS1_10,23.15307407,KHM,Stœng Trêng,Sesan,0
SS1,10,SS1_10,12.55322936,KHM,Stœng Trêng,Sesan,0
SS1,10,SS1_10,7.910422759,KHM,Stœng Trêng,Sesan,0
SS1,20,SS1_20,37.87986286,KHM,Stœng Trêng,Sesan,0
SS1,20,SS1_20,23.15307407,KHM,Stœng Trêng,Sesan,0
SS1,20,SS1_20,12.55322936,KHM,Stœng Trêng,Sesan,0
SS1,20,SS1_20,7.910422759,KHM,Stœng Trêng,Sesan,0
,,,12.40275455,KHM,Kâmpóng Cham,Batheay,0
,,,0.495674914,KHM,Kâmpóng Cham,Kampong Cham,75
,,,5.189156478,KHM,Kâmpóng Cham,Kampong Siem,0
,,,17.09983492,KHM,Kâmpóng Cham,Kampong Siem,0
,,,99.48400738,KHM,Kâmpóng Cham,Kang Meas,0.07
,,,62.20199969,KHM,Kâmpóng Cham,Kaoh Soutin,0.01
,,,49.38809527,KHM,Kâmpóng Cham,Srei Santhor,0
,,,75.93538848,KHM,Kâmpóng Cham,Stueng Trang,0
,,,34.16752661,KHM,Kâmpóng Chhnang,Baribour,3
,,,129.7668351,KHM,Kâmpóng Chhnang,Chol Kiri,0
,,,29.63442452,KHM,Kâmpóng Chhnang,Kampong Chhnang,19
,,,40.30875749,KHM,Kâmpóng Chhnang,Kampong Leaeng,0
,,,80.11123814,KHM,Kâmpóng Chhnang,Kampong Tralach,33
,,,18.67764788,KHM,Kâmpóng Chhnang,Rolea B'ier,0.26
,,,17.63914614,KHM,Kândal,Kaoh Thum,0.66
,,,44.96376386,KHM,Kândal,Khsach Kandal,92
,,,39.26643127,KHM,Kândal,Kien Svay,92
,,,82.10876131,KHM,Kândal,Kien Svay,92
,,,45.06353107,KHM,Kândal,Leuk Daek,92
,,,68.86779628,KHM,Kândal,Lvea Aem,0
,,,29.72725692,KHM,Kândal,Mukh Kampul,92
,,,0.340365049,KHM,Kândal,Mukh Kampul,92
,,,3.47833108,KHM,Kândal,Mukh Kampul,92
,,,87.00535313,KHM,Kândal,Ponhea Lueu,2.64
,,,9.596440981,KHM,Kândal,Ponhea Lueu,2.64
,,,10.00358625,KHM,Kândal,Ponhea Lueu,2.64
,,,130.2845973,KHM,Kândal,S'ang,0
,,,9.956858467,KHM,Kândal,Ta Khmau,22.86
,,,60.24074926,KHM,Krâchéh,Chhloung,0
,,,29.62349178,KHM,Krâchéh,Kracheh,40
,,,95.74472507,KHM,Krâchéh,Preaek Prasab,0.43
,,,105.4950681,KHM,Krâchéh,Sambour,0.04
,,,28.42998941,KHM,Krâchéh,Sambour,0.04
,,,19.87877531,KHM,Phnom Penh,Mean Chey,92
,,,5.577699556,KHM,Phnom Penh,Phnom Penh,92
,,,0.049412601,KHM,Phnom Penh,Ruessei Kaev,92
,,,2.442639529,KHM,Phnom Penh,Ruessei Kaev,92
,,,0.000105818,KHM,Phnom Penh,Ruessei Kaev,92
,,,19.51024629,KHM,Phnom Penh,Ruessei Kaev,92
,,,0.256953409,KHM,Phnom Penh,Ruessei Kaev,92
,,,4.115845148,KHM,Phnom Penh,Ruessei Kaev,92
,,,0.076834156,KHM,Phnom Penh,Ruessei Kaev,92
,,,35.49647376,KHM,Prey Vêng,Peam Chor,0
,,,40.00498562,KHM,Prey Vêng,Peam Ro,16
,,,73.98766698,KHM,Stœng Trêng,Sesan,0
,,,114.6613304,KHM,Stœng Trêng,Siem Bouk,2.22
,,,377.0860493,KHM,Stœng Trêng,Siem Pang,0
,,,22.59230649,KHM,Stœng Trêng,Stueng Traeng,34
,,,3.154344951,KHM,Stœng Trêng,Stueng Traeng,34
,,,125.4532843,KHM,Stœng Trêng,Thala Barivat,0
,,,90.91722914,KHM,Tbong Khmum,Krouch Chhmar,0
,,,0.069057214,KHM,Tbong Khmum,Ou Reang Ov,0.95
,,,17.42060799,KHM,Tbong Khmum,Tboung Khmum,51
